SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE,SCH_TYPE_TEXT,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2017-2018,42,PENNSYLVANIA,PA,Middleburg El Sch,Midd-West SD,1,,PA-116555003,4215210,PA-116555003-3961,421521003961,4203961,600 Wagenseller St,,,Middleburg,PA,17842,1294.0,600 Wagenseller St,,,Middleburg,PA,17842,1294.0,(570)837-5524,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,West Snyder El Sch,Midd-West SD,1,,PA-116555003,4215210,PA-116555003-8232,421521007441,4207441,645 Snyder Avenue,,,Beaver Springs,PA,17812,9795.0,645 Snyder Avenue,,,Beaver Springs,PA,17812,9795.0,(570)837-0046,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Robert Reid El Sch,Middletown Area SD,1,,PA-115226003,4215240,PA-115226003-7756,421524000703,4200703,201 Oberlin Road,,,Middletown,PA,17057,,201 Oberlin Road,,,Middletown,PA,17057,,(717)948-3360,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Kunkel El Sch,Middletown Area SD,1,,PA-115226003,4215240,PA-115226003-1788,421524001788,4201788,2401 Fulling Mill Rd,,,Middletown,PA,17057,3149.0,2401 Fulling Mill Rd,,,Middletown,PA,17057,3149.0,(717)939-6862,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Fink El Sch,Middletown Area SD,1,,PA-115226003,4215240,PA-115226003-8005,421524006934,4206934,150 N Race Street,,,Middletown,PA,17057,2240.0,150 N Race Street,,,Middletown,PA,17057,2240.0,(717)948-3370,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lewistown El Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-7789,421529000784,4200784,1 Manor Drive,,,Lewistown,PA,17044,,1 Manor Drive,,,Lewistown,PA,17044,,(717)242-5823,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Strodes Mills El Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-3196,421529003196,4203196,185 Chestnut Ridge Rd,,,Mc Veytown,PA,17051,8105.0,185 Chestnut Ridge Rd,,,Mc Veytown,PA,17051,8105.0,(717)248-7154,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,East Derry El Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-6261,421529006261,4206261,2316 Back Maitland Rd,,,Lewistown,PA,17044,7007.0,2316 Back Maitland Rd,,,Lewistown,PA,17044,7007.0,(717)543-5615,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Indian Valley Intrmd Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-8183,421529007391,4207391,125 Kish Rd,,,Reedsville,PA,17084,,125 Kish Rd,,,Reedsville,PA,17084,,(717)667-2123,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lewistown Intrmd Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-8184,421529007392,4207392,212 Green Ave,,,Lewistown,PA,17044,,212 Green Ave,,,Lewistown,PA,17044,,(717)242-5801,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Indian Valley El Sch,Mifflin County SD,1,,PA-111444602,4215290,PA-111444602-8182,421529007396,4207396,125 Kish Rd,,,Reedsville,PA,17084,,125 Kish Rd,,,Reedsville,PA,17084,,(717)667-2123,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Asbury El Sch,Millcreek Township SD,1,,PA-105257602,4215330,PA-105257602-2053,421533002053,4202053,5875 Sterrettania Rd,,,Fairview,PA,16415,2301.0,5875 Sterrettania Rd,,,Fairview,PA,16415,2301.0,(814)836-6100,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Belle Valley El Sch,Millcreek Township SD,1,,PA-105257602,4215330,PA-105257602-2054,421533002054,4202054,5300 Henderson Rd,,,Erie,PA,16509,4006.0,5300 Henderson Rd,,,Erie,PA,16509,4006.0,(814)835-5600,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Tracy El Sch,Millcreek Township SD,1,,PA-105257602,4215330,PA-105257602-2059,421533002059,4202059,2624 W 6th St,,,Erie,PA,16505,4030.0,2624 W 6th St,,,Erie,PA,16505,4030.0,(814)835-5800,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Chestnut Hill El Sch,Millcreek Township SD,1,,PA-105257602,4215330,PA-105257602-4724,421533004724,4204724,1001 W 54th St,,,Erie,PA,16509,2507.0,1001 W 54th St,,,Erie,PA,16509,2507.0,(814)835-5550,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Grandview El Sch,Millcreek Township SD,1,,PA-105257602,4215330,PA-105257602-5329,421533005329,4205329,4301 Lancaster Rd,,,Erie,PA,16506,4306.0,4301 Lancaster Rd,,,Erie,PA,16506,4306.0,(814)836-6300,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lenkerville El Sch,Millersburg Area SD,1,,PA-115226103,4215360,PA-115226103-1793,421536001793,4201793,520 South Market Street,,,Millersburg,PA,17061,1804.0,520 South Market Street,,,Millersburg,PA,17061,1804.0,(717)692-3072,http://www.mlbgsd.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Millville Area El Sch,Millville Area SD,1,,PA-116195004,4215450,PA-116195004-7064,421545007007,4207007,PO Box 300,,,Millville,PA,17846,300.0,370 Batten Lane,,,Millville,PA,17846,300.0,(570)458-5538,http://www.millville.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,White Deer El Sch,Milton Area SD,1,,PA-116495003,4215480,PA-116495003-3537,421548003537,4203537,631 New Columbia Rd,,,New Columbia,PA,17856,9163.0,631 New Columbia Rd,,,New Columbia,PA,17856,9163.0,(570)568-6201,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,James F Baugher El Sch,Milton Area SD,1,,PA-116495003,4215480,PA-116495003-5353,421548005353,4205353,60 Brenda Rovenolt Circle,,,Milton,PA,17847,2230.0,60 Brenda Rovenolt Circle,,,Milton,PA,17847,2230.0,(570)742-7631,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Montandon El Sch,Milton Area SD,1,,PA-116495003,4215480,PA-116495003-7034,421548007034,4207034,2733 State Route 45,PO Box 130,,Montandon,PA,17850,130.0,2733 State Route 45,,,Montandon,PA,17850,130.0,(570)523-3218,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Early Childhood Edu Ctr,Minersville Area SD,1,,PA-129544703,4215510,PA-129544703-4836,421551004836,4204836,PO Box 787,,,Minersville,PA,17954,,24 Llewellyn Road,,,Pottsville,PA,17901,,(570)544-1400,http://www.battlinminers.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Minersville Area El Ctr,Minersville Area SD,1,,PA-129544703,4215510,PA-129544703-6699,421551006699,4206699,PO Box 787,,,Minersville,PA,17954,787.0,North Fifth Street,,,Minersville,PA,17954,,(570)544-1400,http://www.battlinminers.com,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,01,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mohawk El Sch,Mohawk Area SD,1,,PA-104375003,4215540,PA-104375003-7108,421554007129,4207129,Mohawk School Road,P O Box 799,,Bessemer,PA,16112,799.0,351 Mohawk School Road,,,Bessemer,PA,16112,799.0,(724)667-7782,http://www.mohawk.k12.pa.us,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Monessen El Ctr,Monessen City SD,1,,PA-107655803,4215600,PA-107655803-4444,421560004444,4204444,1275 Rostraver St,,,Monessen,PA,15062,2049.0,1275 Rostraver St,,,Monessen,PA,15062,2049.0,(724)684-4456,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Montgomery El Sch,Montgomery Area SD,1,,PA-117415004,4215660,PA-117415004-3039,421566003039,4203039,120 Penn St,,,Montgomery,PA,17752,1144.0,120 Penn St,,,Montgomery,PA,17752,1144.0,(570)547-1608,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Montour El Sch,Montour SD,1,,PA-103026303,4215720,PA-103026303-8418,421572007607,4207607,221 Clever Rd,,,McKees Rocks,PA,15136,,221 Clever Rd,,,McKees Rocks,PA,15136,,(414)264-6452,,3,New,3,New,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lyter El Sch,Montoursville Area SD,1,,PA-117415103,4215750,PA-117415103-3042,421575003042,4203042,900 Spruce St,,,Montoursville,PA,17754,2023.0,900 Spruce St,,,Montoursville,PA,17754,2023.0,(570)368-2614,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Loyalsock Valley El Sch,Montoursville Area SD,1,,PA-117415103,4215750,PA-117415103-3044,421575003044,4203044,3790 Route 87 Highway,,,Montoursville,PA,17754,,3790 Route 87 Highway,,,Montoursville,PA,17754,,(570)435-0446,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Choconut Valley El Sch,Montrose Area SD,1,,PA-119584503,4215810,PA-119584503-5354,421581005354,4205354,4458 Stanley Lake Road,,,Friendsville,PA,18818,8781.0,4458 Stanley Lake Road,,,Friendsville,PA,18818,8781.0,(570)278-7300,http://www.masd.info,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lathrop Street El Sch,Montrose Area SD,1,,PA-119584503,4215810,PA-119584503-6421,421581006421,4206421,130 Lathrop St,,,Montrose,PA,18801,1467.0,130 Lathrop St,,,Montrose,PA,18801,1467.0,(570)278-0310,http://www.masd.info,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,J H Brooks El Sch,Moon Area SD,1,,PA-103026343,4215830,PA-103026343-7441,421583000148,4200148,1720 Hassam Rd,,,Moon Township,PA,15108,3251.0,1720 Hassam Rd,,,Moon Township,PA,15108,3251.0,(412)264-9440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Bon Meade El Sch,Moon Area SD,1,,PA-103026343,4215830,PA-103026343-0240,421583000240,4200240,1595 Brodhead Rd,,,Moon township,PA,15108,3876.0,1595 Brodhead Rd,,,Moon township,PA,15108,3876.0,(412)264-9440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,McCormick El Sch,Moon Area SD,1,,PA-103026343,4215830,PA-103026343-7952,421583006743,4206743,2801 Beaver Grade Rd,,,Moon Township,PA,15108,,2801 Beaver Grade Rd,,,Moon Township,PA,15108,,(412)264-9440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,J.A. Allard El Sch,Moon Area SD,1,,PA-103026343,4215830,PA-103026343-8347,421583007556,4207556,170 Shafer Road,,,Moon Township,PA,15108,1093.0,170 Shafer Road,,,Moon Township,PA,15108,1093.0,(412)262-2500,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Richard J. Hyde El Sch,Moon Area SD,1,,PA-103026343,4215830,PA-103026343-8370,421583007577,4207577,110 Wallridge Dr,,,Moon Township,PA,15108,1144.0,110 Wallridge Dr,,,Moon Township,PA,15108,1144.0,(412)264-9440,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Grandview El Sch,Morrisville Borough SD,1,,PA-122097203,4215900,PA-122097203-8112,421590007344,4207344,80 Grandview Ave,,,Morrisville,PA,19067,,80 Grandview Ave,,,Morrisville,PA,19067,,(215)736-5280,http://www.mv.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Morrisville Intermediate Sch,Morrisville Borough SD,1,,PA-122097203,4215900,PA-122097203-8380,421590007601,4207601,550 W Palmer St,,,Morrisville,PA,19067,,550 W Palmer St,,,Morrisville,PA,19067,,(215)736-5270,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Moshannon Valley El Sch,Moshannon Valley SD,1,,PA-110175003,4215960,PA-110175003-6929,421596006929,4206929,5026 Green Acre Rd,,,Houtzdale,PA,16651,9410.0,5026 Green Acre Rd,,,Houtzdale,PA,16651,9410.0,(814)378-7683,http://www.movalley.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mount Carmel Area El Sch,Mount Carmel Area SD,1,,PA-116495103,4215990,PA-116495103-7498,421599000292,4200292,630 W 5th St,,,Mount Carmel,PA,17851,1897.0,630 W 5th St,,,Mount Carmel,PA,17851,1897.0,(570)339-1500,http://www.mca.k12.pa.us/elementary/index.html,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mount Union-Kistler El Sch,Mount Union Area SD,1,,PA-111316003,4216020,PA-111316003-7733,421602000670,4200670,154 School Street,,,Mount Union,PA,17066,,154 School Street,,,Mount Union,PA,17066,,(814)542-2595,http://www.muasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Shirley Twp El Sch,Mount Union Area SD,1,,PA-111316003,4216020,PA-111316003-2291,421602002291,4202291,14188 Second St,,,Mount Union,PA,17066,,14188 Second St,,,Mount Union,PA,17066,,(814)542-9381,http://www.muasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mapleton-Union El Sch,Mount Union Area SD,1,,PA-111316003,4216020,PA-111316003-2295,421602002295,4202295,13606 Smith Valley Rd,,,Mapleton Depot,PA,17052,,13606 Smith Valley Rd,,,Mapleton Depot,PA,17052,,(814)542-4401,http://www.muasd.org,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Mountain View El Sch,Mountain View SD,1,,PA-119584603,4216050,PA-119584603-7339,421605009997,4209997,11748 State Route 106,,,Kingsley,PA,18826,9778.0,11748 State Route 106,,,Kingsley,PA,18826,9778.0,(570)434-2181,http://www.mvsd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Washington El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0245,421611000245,4200245,735 Washington Rd,,,Pittsburgh,PA,15228,2044.0,735 Washington Rd,,,Pittsburgh,PA,15228,2044.0,(412)344-2142,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Lincoln El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0246,421611000246,4200246,2 Ralston Pl,,,Pittsburgh,PA,15216,1524.0,2 Ralston Pl,,,Pittsburgh,PA,15216,1524.0,(412)344-2147,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Markham El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0247,421611000247,4200247,165 Crescent Dr,,,Pittsburgh,PA,15228,1045.0,165 Crescent Dr,,,Pittsburgh,PA,15228,1045.0,(412)344-2152,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Howe El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0248,421611000248,4200248,400 Broadmoor Ave,,,Pittsburgh,PA,15228,2597.0,400 Broadmoor Ave,,,Pittsburgh,PA,15228,2597.0,(412)344-2157,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Foster El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0249,421611000249,4200249,700 Vermont Ave,,,Pittsburgh,PA,15234,1299.0,700 Vermont Ave,,,Pittsburgh,PA,15234,1299.0,(412)344-2162,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Jefferson El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0250,421611000250,4200250,11 Moffett St,,,Pittsburgh,PA,15243,1199.0,11 Moffett St,,,Pittsburgh,PA,15243,1199.0,(412)344-2167,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Hoover El Sch,Mt Lebanon SD,1,,PA-103026402,4216110,PA-103026402-0251,421611000251,4200251,37 Robb Hollow Rd,,,Pittsburgh,PA,15243,1799.0,37 Robb Hollow Rd,,,Pittsburgh,PA,15243,1799.0,(412)276-7411,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Rumbaugh El Sch,Mount Pleasant Area SD,1,,PA-107655903,4216170,PA-107655903-4453,421617004453,4204453,2414 School Street,,,Mount Pleasant,PA,15666,9018.0,2414 School Street,,,Mount Pleasant,PA,15666,9018.0,(724)547-4100,http://www.mpasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,01,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Donegal El Sch,Mount Pleasant Area SD,1,,PA-107655903,4216170,PA-107655903-4454,421617004454,4204454,138 Schoolhouse Lane,,,Jones Mills,PA,15646,,138 Schoolhouse Lane,,,Jones Mills,PA,15646,,(724)547-4100,http://www.mpasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Norvelt El Sch,Mount Pleasant Area SD,1,,PA-107655903,4216170,PA-107655903-4455,421617004455,4204455,163 Lilac Lane,,,Mount Pleasant,PA,15666,9709.0,163 Lilac Lane,,,Mount Pleasant,PA,15666,9709.0,(724)547-4100,http://www.mpasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Ramsay El Sch,Mount Pleasant Area SD,1,,PA-107655903,4216170,PA-107655903-4457,421617004457,4204457,300 Eagle Street,,,Mount Pleasant,PA,15666,,300 Eagle Street,,,Mount Pleasant,PA,15666,,(724)547-4100,http://www.mpasd.net,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,02,06,Elementary,As reported
2017-2018,42,PENNSYLVANIA,PA,Muhlenberg El Ctr,Muhlenberg SD,1,,PA-114065503,4216200,PA-114065503-4919,421620004919,4204919,610 Sharp Avenue,,,Reading,PA,19605,,610 Sharp Avenue,,,Reading,PA,19605,,(610)921-8028,,1,Open,1,Open,03/16/2018,1,Regular School,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported
