,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Incident Zip,Incident Address,Address Type,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane)
4488,40819960,12/19/2015 10:04:55 AM,01/04/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,518 EAST 51 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4489,40819962,04/21/2017 12:43:16 PM,04/24/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,466 MAYFAIR DRIVE SOUTH,,Unspecified BROOKLYN,BROOKLYN,,
4490,40819963,04/21/2017 10:19:33 AM,04/24/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,175 KINGSLAND AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4491,40819964,03/18/2017 11:57:56 AM,06/13/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,231 BRIGHTON 2 LANE,,Unspecified BROOKLYN,BROOKLYN,,
4492,40819970,12/20/2016 08:34:25 AM,03/08/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1949 KIMBALL STREET,,Unspecified BROOKLYN,BROOKLYN,,
4493,40819996,07/22/2014 10:55:34 AM,08/07/2014 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,28 DERICK COURT,,Unspecified STATEN ISLAND,STATEN ISLAND,,
4494,40819998,03/06/2012 02:38:35 PM,03/06/2012 02:38:35 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,350 EAST 31 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4495,40819999,03/06/2012 01:57:40 PM,03/06/2012 01:57:40 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2525 BEDFORD AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4496,40820000,03/06/2012 11:48:35 AM,03/06/2012 11:48:35 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,851 EAST 48 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4497,40820001,03/06/2012 09:42:08 AM,03/06/2012 09:42:08 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3845 18 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4498,40820005,04/19/2012 03:30:13 PM,04/20/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3864 FLATLANDS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4499,40820007,03/05/2012 10:09:49 AM,03/05/2012 10:09:49 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,249 JEFFERSON STREET,,Unspecified BROOKLYN,BROOKLYN,,
4500,40820008,03/03/2012 03:30:31 PM,03/03/2012 03:30:31 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,304 MESEROLE STREET,,Unspecified BROOKLYN,BROOKLYN,,
4501,40820009,03/02/2012 03:38:56 PM,03/02/2012 03:38:56 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1140 JEFFERSON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4502,40820013,02/28/2012 11:13:44 AM,02/28/2012 11:13:44 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,4220 15 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4503,40820015,02/27/2012 05:29:40 PM,01/30/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,57 HAUSMAN STREET,,Unspecified BROOKLYN,BROOKLYN,,
4504,40820016,02/24/2012 10:24:50 AM,02/24/2012 10:24:50 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,141 HEMLOCK STREET,,Unspecified BROOKLYN,BROOKLYN,,
4505,40820019,02/22/2012 08:08:30 AM,05/18/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,106 BAY RIDGE AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4506,40820021,11/13/2016 02:03:55 PM,11/16/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,909 CORTELYOU ROAD,,Unspecified BROOKLYN,BROOKLYN,,
4507,40820024,10/11/2016 08:09:52 PM,10/13/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2930 WEST 5 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4508,40820025,09/22/2016 09:41:27 AM,12/23/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,665 NASBY PLACE,,Unspecified QUEENS,QUEENS,,
4509,40820028,06/25/2016 03:00:11 PM,08/24/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,107-58 122 STREET,,Unspecified QUEENS,QUEENS,,
4510,40820029,09/12/2016 11:06:50 AM,09/14/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1868 66 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4511,40820031,07/10/2016 08:26:12 PM,07/12/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,940 FULTON STREET,,Unspecified BROOKLYN,BROOKLYN,,
4512,40820032,09/08/2015 01:03:54 PM,09/15/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,31-21 87 STREET,,Unspecified QUEENS,QUEENS,,
4513,40820034,09/06/2015 02:47:17 PM,09/18/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,30-30 46 STREET,,Unspecified QUEENS,QUEENS,,
4514,40820041,08/29/2017 01:55:56 PM,08/30/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,97 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4515,40820049,07/09/2016 03:15:48 PM,07/12/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,940 FULTON STREET,,Unspecified BROOKLYN,BROOKLYN,,
4516,40820057,01/29/2016 03:59:00 PM,02/02/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,158 15 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4517,40820063,08/06/2012 09:07:41 AM,08/06/2012 09:07:41 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,79-04 150 STREET,,Unspecified QUEENS,QUEENS,,
4518,40820064,02/14/2012 09:35:58 AM,02/14/2012 09:35:58 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,93-16 212 STREET,,Unspecified QUEENS,QUEENS,,
4519,40820074,04/02/2012 10:21:15 AM,10/02/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,41 LEXINGTON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4520,40820075,04/01/2012 04:54:57 PM,06/05/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1241 EAST 39 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4521,40820078,02/10/2012 03:31:33 PM,02/10/2012 03:31:33 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,644 FRANKLIN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4522,40820084,05/06/2012 10:29:06 PM,05/07/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1038 46 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4523,40820086,05/04/2012 04:41:06 PM,09/10/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,461 CHAUNCEY STREET,,Unspecified BROOKLYN,BROOKLYN,,
4524,40820091,07/28/2017 03:59:52 PM,07/31/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,624 GRAND STREET,,Unspecified BROOKLYN,BROOKLYN,,
4525,40820095,12/18/2015 10:13:28 AM,12/28/2015 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,16 HALSEY STREET,,Unspecified BROOKLYN,BROOKLYN,,
4526,40820097,01/15/2013 05:33:02 PM,01/30/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,45-46 DAVIS STREET,,Unspecified QUEENS,QUEENS,,
4527,40820103,03/16/2017 11:26:49 AM,03/17/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,959 CARROLL STREET,,Unspecified BROOKLYN,BROOKLYN,,
4528,40820106,10/06/2011 01:43:42 PM,10/06/2011 01:43:42 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,90-68 179 PLACE,,Unspecified QUEENS,QUEENS,,
4529,40820107,10/06/2011 01:21:27 PM,10/06/2011 01:21:27 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,87-23 160 STREET,,Unspecified QUEENS,QUEENS,,
4530,40820109,12/19/2016 11:31:58 AM,12/20/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1901 EMMONS AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4531,40820111,05/27/2011 12:54:09 PM,01/15/2013 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,70-23 69 PLACE,,Unspecified QUEENS,QUEENS,,
4532,40820112,11/11/2016 12:22:06 PM,11/14/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,158 BRIGHTON 11 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4533,40820114,10/10/2016 01:52:36 PM,10/11/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2168 OCEAN PARKWAY,,Unspecified BROOKLYN,BROOKLYN,,
4534,40820118,02/08/2012 09:12:26 AM,02/08/2012 09:12:26 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,120-33 144 STREET,,Unspecified QUEENS,QUEENS,,
4535,40820129,10/10/2016 12:09:05 PM,10/11/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2800 COYLE STREET,,Unspecified BROOKLYN,BROOKLYN,,
4536,40820130,10/10/2016 11:07:09 AM,10/13/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,115 CLIFTON PLACE,,Unspecified BROOKLYN,BROOKLYN,,
4537,40820132,07/31/2018 09:59:20 AM,08/01/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,276 3 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4538,40820136,01/23/2018 04:54:56 PM,02/01/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1075 OCEAN PARKWAY,,Unspecified BROOKLYN,BROOKLYN,,
4539,40820137,01/20/2018 11:14:36 AM,01/22/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,73 HILL STREET,,Unspecified BROOKLYN,BROOKLYN,,
4540,40820138,11/15/2011 12:07:49 PM,11/17/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,E 19 ST,,Unspecified BROOKLYN,BROOKLYN,,
4541,40820141,01/04/2012 01:32:27 PM,01/04/2012 01:32:27 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,536 VERMONT STREET,,Unspecified BROOKLYN,BROOKLYN,,
4542,40820142,11/14/2011 09:35:19 AM,11/14/2011 09:35:19 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,953 42 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4543,40820145,12/29/2011 12:13:17 PM,12/29/2011 12:13:17 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,51 COVERT STREET,,Unspecified BROOKLYN,BROOKLYN,,
4544,40820147,12/28/2011 01:51:24 PM,12/30/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1987 79 ST,,Unspecified BROOKLYN,BROOKLYN,,
4545,40820148,11/08/2011 03:22:58 PM,11/09/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,439 COLUMBIA STREET,,Unspecified BROOKLYN,BROOKLYN,,
4546,40820151,11/04/2011 02:15:01 PM,11/07/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,65 ST,,Unspecified BROOKLYN,BROOKLYN,,
4547,40820152,12/21/2011 03:13:35 PM,01/20/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,4032 BEDFORD AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4548,40820153,12/19/2011 03:24:14 PM,12/19/2011 03:24:14 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1331 EAST 88 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4549,40820159,12/13/2011 02:17:13 PM,12/13/2011 02:17:13 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,713 JEROME STREET,,Unspecified BROOKLYN,BROOKLYN,,
4550,40820160,12/12/2011 12:51:43 PM,12/12/2011 12:51:43 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,615 OCEAN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4551,40820167,01/19/2018 09:19:16 AM,01/22/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,424 77 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4552,40820169,10/21/2017 10:41:40 AM,10/23/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3833 NEPTUNE AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4553,40820172,05/05/2016 11:27:23 AM,05/06/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,LEXINGTON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4554,40820173,04/04/2016 09:40:58 AM,04/04/2016 09:40:58 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,6 ROOSEVELT COURT,,Unspecified BROOKLYN,BROOKLYN,,
4555,40820174,08/28/2017 06:09:38 PM,08/30/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,61 TEN EYCK STREET,,Unspecified BROOKLYN,BROOKLYN,,
4556,40820175,03/03/2016 12:57:31 PM,03/07/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,760 JEFFERSON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4557,40820176,03/03/2016 11:55:35 AM,03/04/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,GRAHAM AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4558,40820178,03/03/2016 10:39:56 AM,03/07/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,358 11 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4559,40820180,07/28/2017 08:43:28 AM,09/25/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2876 BRIGHTON 6 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4560,40820181,01/28/2016 05:04:43 PM,02/12/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,7014 8 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4561,40820182,07/27/2017 12:59:03 PM,07/27/2017 12:59:03 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1635 BATH AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4562,40820187,10/21/2017 12:05:19 PM,10/25/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,412 BEVERLY ROAD,,Unspecified BROOKLYN,BROOKLYN,,
4563,40820188,05/06/2016 04:05:55 PM,05/16/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1787 BROOKLYN AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4564,40820189,10/20/2017 05:33:16 PM,10/25/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,622 DEGRAW STREET,,Unspecified BROOKLYN,BROOKLYN,,
4565,40820190,05/05/2016 11:05:39 AM,05/06/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,80 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4566,40820192,09/23/2017 08:24:15 AM,09/27/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,444 GRAHAM AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4567,40820193,09/22/2017 05:26:18 PM,09/26/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,8968 15 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4568,40820196,07/27/2017 12:38:21 PM,07/28/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1625 EAST 13 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4569,40820199,12/26/2012 07:46:07 AM,12/26/2012 07:46:07 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,84-15 BEVERLY ROAD,,Unspecified QUEENS,QUEENS,,
4570,40820201,07/26/2012 03:04:23 PM,07/26/2012 03:04:23 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,213-23 MURDOCK AVENUE,,Unspecified QUEENS,QUEENS,,
4571,40820202,07/26/2012 01:28:51 PM,07/26/2012 01:28:51 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,100-24 208 STREET,,Unspecified QUEENS,QUEENS,,
4572,40820203,07/26/2012 10:33:32 AM,07/26/2012 10:33:32 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,90-29 212 PLACE,,Unspecified QUEENS,QUEENS,,
4573,40820204,07/25/2012 09:31:11 AM,07/31/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,32-53 73 STREET,,Unspecified QUEENS,QUEENS,,
4574,40820207,02/01/2012 11:57:53 AM,02/01/2012 11:57:53 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,91-18 182 STREET,,Unspecified QUEENS,QUEENS,,
4575,40820213,12/02/2011 02:04:58 PM,12/02/2011 02:04:58 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,133 DUMONT AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4576,40820218,01/18/2012 07:31:44 AM,01/20/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,395 FLATBUSH AVENUE EXTENSION,,Unspecified BROOKLYN,BROOKLYN,,
4577,40820222,08/25/2011 03:28:47 PM,08/25/2011 03:28:47 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,320 COURT STREET,,Unspecified BROOKLYN,BROOKLYN,,
4578,40820227,08/23/2011 03:18:27 PM,08/31/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,861 56 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4579,40820228,10/06/2011 11:09:43 AM,10/06/2011 11:09:43 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,363 HAWTHORNE STREET,,Unspecified BROOKLYN,BROOKLYN,,
4580,40820229,10/06/2011 10:02:30 AM,10/06/2011 10:02:30 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1907 PACIFIC STREET,,Unspecified BROOKLYN,BROOKLYN,,
4581,40820231,08/23/2011 12:38:05 PM,08/25/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,643 EAST 53 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4582,40820233,06/30/2017 06:17:40 AM,07/06/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,8978 15 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4583,40820234,12/21/2012 08:25:46 PM,12/26/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,515 BEACH 66 STREET,,Unspecified QUEENS,QUEENS,,
4584,40820239,04/18/2017 08:31:07 AM,04/19/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1633 64 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4585,40820242,03/12/2017 10:17:19 AM,03/13/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,987 WILLOUGHBY AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4586,40820244,01/31/2012 06:00:25 PM,04/03/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,32-20 155 STREET,,Unspecified QUEENS,QUEENS,,
4587,40820245,01/29/2017 10:04:26 AM,01/30/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,266 KINGSTON AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4588,40820246,05/24/2011 02:19:49 PM,05/24/2011 02:19:49 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,87-48 127 STREET,,Unspecified QUEENS,QUEENS,,
4589,40820248,05/23/2011 04:21:15 PM,05/23/2011 04:21:15 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,223-23 109 AVENUE,,Unspecified QUEENS,QUEENS,,
4590,40820250,12/15/2016 11:59:29 AM,12/16/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,919 BERGEN STREET,,Unspecified BROOKLYN,BROOKLYN,,
4591,40820251,05/23/2011 10:28:42 AM,05/23/2011 10:28:42 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,90-18 218 PLACE,,Unspecified QUEENS,QUEENS,,
4592,40820252,05/20/2011 04:09:05 PM,05/20/2011 04:09:05 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,132-15 88 STREET,,Unspecified QUEENS,QUEENS,,
4593,40820253,05/20/2011 12:53:37 PM,05/20/2011 12:53:37 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,12-01 BAY 27 STREET,,Unspecified QUEENS,QUEENS,,
4594,40820258,01/28/2017 10:20:22 AM,01/30/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,45 MAIN STREET,,Unspecified BROOKLYN,BROOKLYN,,
4595,40820259,09/30/2011 02:35:29 PM,09/30/2011 02:35:29 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,53-10 102 STREET,,Unspecified QUEENS,QUEENS,,
4596,40820260,12/16/2016 12:37:12 PM,12/20/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,148 SMITH STREET,,Unspecified BROOKLYN,BROOKLYN,,
4597,40820263,12/14/2016 12:25:21 PM,12/15/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,1104 SHEEPHEAD BAY,,Unspecified BROOKLYN,BROOKLYN,,
4598,40820264,11/10/2016 12:32:32 PM,11/12/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2443 COYLE STREET,,Unspecified BROOKLYN,BROOKLYN,,
4599,40820265,11/10/2016 10:47:12 AM,11/14/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,968 JAMAICA AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4600,40820267,01/29/2011 12:15:21 PM,01/29/2011 12:15:21 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,117-04 POPPENHUSEN AVENUE,,Unspecified QUEENS,QUEENS,,
4601,40820268,01/29/2011 11:59:30 AM,01/29/2011 11:59:30 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,3-23 BEACH 43 STREET,,Unspecified QUEENS,QUEENS,,
4602,40820272,09/08/2016 08:53:59 AM,09/08/2016 08:53:59 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,KOSCIUSZKO STREET,,Unspecified BROOKLYN,BROOKLYN,,
4603,40820273,05/03/2018 03:52:01 PM,06/25/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,37 PROSPECT PLACE,,Unspecified BROOKLYN,BROOKLYN,,
4604,40820275,08/04/2016 04:50:25 PM,08/08/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,385 CHAUNCEY STREET,,Unspecified BROOKLYN,BROOKLYN,,
4605,40820277,11/22/2017 04:36:34 PM,12/04/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,286 WYTHE AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4606,40820285,08/20/2011 04:06:01 PM,08/31/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,611 VANDERBILT AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4607,40820288,10/03/2011 05:25:17 PM,02/27/2012 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,40 VAN DYKE STREET,,Unspecified BROOKLYN,BROOKLYN,,
4608,40820289,08/19/2011 03:38:18 PM,08/19/2011 03:38:18 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2012 EAST 56 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4609,40820290,08/19/2011 03:26:42 PM,08/19/2011 03:26:42 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,2133 EAST 71 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4610,40820293,08/18/2011 01:28:41 PM,08/18/2011 01:28:41 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,365 EAST 52 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4611,40820294,08/18/2011 11:43:23 AM,08/18/2011 11:43:23 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11 EAST 51 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4612,40820295,08/17/2011 03:36:48 PM,08/17/2011 03:36:48 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,232 COVERT STREET,,Unspecified BROOKLYN,BROOKLYN,,
4613,40820297,09/29/2011 01:07:28 PM,10/17/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,4923 6 AVENUE,,Unspecified BROOKLYN,BROOKLYN,,
4614,40820301,09/22/2011 01:55:03 PM,09/30/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,542 58 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4615,40820303,08/08/2011 10:29:35 AM,08/08/2011 10:29:35 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,347 58 STREET,,Unspecified BROOKLYN,BROOKLYN,,
4616,40820304,02/05/2011 06:51:55 AM,06/20/2011 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,69-39 HILLMEYER AVENUE,,Unspecified QUEENS,QUEENS,,
4617,40820306,01/29/2011 12:46:14 PM,01/29/2011 12:46:14 PM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,104-39 42 AVENUE,,Unspecified QUEENS,QUEENS,,
